e,PDF1,PDF2,PDF3
0.051351351351351354,5.001735677516247,5.000434904248234,5.000017408775954
0.051551551551551555,5.0016841569486825,5.00042202740627,5.000016893744642
0.05175175175175176,5.001632436445775,5.000409100493216,5.000016376709373
0.05195195195195196,5.001580516013739,5.00039612350946,5.000015857670143
0.05215215215215216,5.001528395658809,5.000383096455392,5.000015336626956
0.05235235235235236,5.001476075387249,5.000370019331406,5.00001481357981
0.05255255255255256,5.00142355520534,5.000356892137892,5.000014288528709
0.05275275275275276,5.001370835119396,5.000343714875245,5.00001376147365
0.052952952952952964,5.001317915135748,5.000330487543863,5.000013232414636
0.053153153153153165,5.001264795260753,5.000317210144141,5.000012701351667
0.05335335335335337,5.001211475500793,5.00030388267648,5.0000121682847425
0.05355355355355357,5.001157955862273,5.0002905051412805,5.000011633213865
0.05375375375375377,5.001104236351622,5.000277077538942,5.000011096139034
0.05395395395395394,5.001050316975292,5.000263599869871,5.000010557060251
0.054154154154154144,5.00099619773976,5.000250072134469,5.000010015977515
0.054354354354354345,5.000941878651529,5.000236494333148,5.000009472890829
0.054554554554554546,5.000887359717124,5.000222866466311,5.000008927800192
0.05475475475475475,5.000832640943091,5.00020918853437,5.000008380705604
0.05495495495495495,5.0007777223360055,5.000195460537736,5.000007831607068
0.05515515515515515,5.000722603902464,5.0001816824768195,5.000007280504583
0.05535535535535535,5.000667285649085,5.000167854352038,5.0000067273981506
0.05555555555555555,5.000611767582516,5.000153976163804,5.000006172287769
0.055755755755755754,5.000556049709424,5.000140047912536,5.0000056151734436
0.055955955955955955,5.0005001320365015,5.000126069598653,5.000005056055169
0.056156156156156156,5.000444014570467,5.000112041222574,5.000004494932951
0.05635635635635636,5.000387697318059,5.0000979627847215,5.000003931806789
0.05655655655655656,5.000331180286043,5.000083834285518,5.000003366676681
0.05675675675675676,5.000274463481207,5.000069655725388,5.000002799542632
0.05695695695695696,5.000217546910363,5.0000554271047575,5.00000223040464
0.05715715715715716,5.000160430580349,5.000041148424054,5.000001659262706
0.057357357357357364,5.000103114498023,5.000026819683708,5.000001086116829
0.057557557557557565,5.000045598670271,5.0000124408841495,5.0000005109670145
0.057757757757757766,4.999987883103999,4.999998012025809,4.999999933813258
0.05795795795795797,4.999929967806141,4.999983533109122,4.9999993546555626
0.05815815815815817,4.999871852783652,4.999969004134522,4.999998773493928
0.05835835835835837,4.9998135380435125,4.999954425102448,4.999998190328357
0.05855855855855857,4.999755023592726,4.999939796013336,4.99999760515885
0.05875875875875877,4.99969630943832,4.999925116867627,4.999997017985405
0.058958958958958974,4.999637395587348,4.99991038766576,4.999996428808025
0.05915915915915915,4.999578282046883,4.99989560840818,4.9999958376267095
0.05935935935935935,4.9995189688240265,4.999880779095331,4.99999524444146
0.05955955955955955,4.999459455925901,4.999865899727656,4.999994649252277
0.05975975975975975,4.999399743359653,4.999850970305605,4.9999940520591615
0.05995995995995995,4.999339831132457,4.999835990829626,4.999993452862114
0.06016016016016015,4.999279719251505,4.999820961300168,4.999992851661135
0.060360360360360354,4.999219407724018,4.999805881717684,4.999992248456225
0.060560560560560556,4.999158896557239,4.999790752082626,4.999991643247386
0.06076076076076076,4.999098185758434,4.999775572395451,4.999991036034617
0.06096096096096096,4.999037275334894,4.999760342656612,4.999990426817919
0.06116116116116116,4.998976165293936,4.999745062866568,4.999989815597295
0.06136136136136136,4.998914855642895,4.999729733025779,4.999989202372743
0.06156156156156156,4.998853346389137,4.999714353134704,4.999988587144266
0.06176176176176176,4.998791637540048,4.999698923193806,4.999987969911862
0.061961961961961964,4.9987297291030375,4.9996834432035495,4.999987350675533
0.062162162162162166,4.99866762108554,4.999667913164399,4.999986729435281
0.06236236236236237,4.998605313495014,4.999652333076821,4.9999861061911055
0.06256256256256257,4.998542806338943,4.9996367029412845,4.999985480943008
0.06276276276276277,4.99848009962483,4.999621022758258,4.999984853690988
0.06296296296296297,4.998417193360208,4.999605292528213,4.999984224435047
0.06316316316316317,4.99835408755263,4.999589512251623,4.999983593175186
0.06336336336336337,4.998290782209673,4.99957368192896,4.999982959911406
0.06356356356356357,4.998227277338939,4.9995578015607025,4.999982324643707
0.06376376376376378,4.998163572948055,4.999541871147327,4.99998168737209
0.06396396396396398,4.998099669044669,4.999525890689312,4.999981048096556
0.06416416416416418,4.998035565636455,4.999509860187136,4.999980406817104
0.06436436436436438,4.99797126273111,4.999493779641283,4.999979763533738
0.06456456456456455,4.997906760336356,4.999477649052236,4.999979118246457
0.06476476476476475,4.997842058459937,4.999461468420478,4.999978470955262
0.06496496496496496,4.997777157109621,4.999445237746497,4.999977821660153
0.06516516516516516,4.997712056293203,4.99942895703078,4.999977170361131
